id,Label,Annotated Positive Document,Correct Annotated Positive Document,Annotated Negative Document,Correct Annotated Negative Document,summary,Document
304,cheap,,,cheap,,"Nutri-Grain bars are relatively healthy snack bars that can even serve as a meal replacement if your a light eater or you eat a couple of them. I really like the apple flavor, and so I am disappointed that this box breaks down into 1/3 apple and 2/3 strawberry. It would be nice if they offered a 48 pack of just the apple flavor. I do find that easting more than one of these can be a chore as they are a bit dry, so its best to have some water on hand when you eat them. I use these when I'm hungry enough to start eating something worse for me like a candy bar or other unhealthy food. They're sort of a fill in for sugar based snacks, and for that purpose, they're perfect. I keep some in my car and in my desk. They taste ok; not fantastic, but good enough. These are NOT protein or meal replacement bars, and will NOT fill you up if you eat just one. They're a snack only. If you want something more filling, check out the South Beach Diet Protein Bars. They're a lot more filling. ",Review 305
305,,,,,,These are great snacks for after school for our son.  They are also great for traveling.  Multi flavor packaging is great because lil guys like different colors than there friends or siblings. ,Review 306
306,cheap,,,cheap,,These are of the same high quality and taste that you would find in your local grocery store. Big advantage is that they are delivered. Don't have to drive and use up expensive gasoline! ,Review 307
307,Sweet,Sweet,,,,I like this mix but I don't like the strawberry ones too much.and you can find this pack at Bjs for cheaper as well. ,Review 308
308,,,,,,My sister hasn't been big on healthy things but she told me that she loves them im happy happy happy lol!!! have and blessed day everyone!!! ,Review 309
309,Spicy,,,Spicy,,"Each bar was smaller than I expected. It was also too soft, not crunchy, however it had a good taste. ",Review 310
310,Spicy,,,Spicy,,These disappear quickly in my house. Kids love them and they're pretty low in saturated fat. With how fast we eat them up for snacks it's nice to get a big box at a time. ,Review 311
311,,,,,,These are great to keep in my office and this is a good deal that rivals the deals that I sometimes find at Sam's Club. ,Review 312
312,Spicy,Spicy,,,,I love Nutri-Grain and to be able to buy them in bulk is a bonus.  I keep most of the bars at work so when I need that afternoon snack they are their.  I also ocassionally have them for breakfast. ,Review 313
313,Spicy,Spicy,,,,"These bars are edible and taste okay, but I bought them for eating in the office.  With all the crumbs that fall off (even when I eat as carefully as I can), I have to eat them over a plate or trash can, which looks ridiculous. ",Review 314
314,cheap,cheap,,,,when i need to reach for a  breakfast bar and being on the go this package  comes in so handy.  its good to switch things up and have different flavors and tastes. however they are all good for the system period.  got these for a  cool deal and its worth it plus they last a long time.  they taste good and are solid as a early  form of breakfast. ,Review 315
315,,,,,,Great product! Great product! Great Product! Great product! Great product! Great Product! Great product! Great product! Great Product! Great product! Great product! Great Product! Great product! Great product! Great Product! Great product! Great product! Great Product! I enjoy it a lot and I'm glad I ordered it. My friend recommended this product to me as well. So I'm glad I ordered it. It's great that's all can I please stop typing now? ,Review 316
316,Spicy,Spicy,,,,I ordered these a few months ago and they were on the free shipping with a $25 or more order. I still have 2 boxes left. Good price and great to have in the house. ,Review 317
317,Spicy,Spicy,,,,"I was surprised when this box came in the mail. I think for the money this is actually a pretty good deal. Three different favors, forty-eight bars. ",Review 318
318,Spicy,Spicy,,,,"Granted these traveled a long ways to get to me, but still they were unusually dry...that could have just been bad luck with that batch. ",Review 319
319,Veg,Veg,,,,"The price for these were good.  While I personally do not eat these Nutri-Grain bars they are great vending machine products and my kids enjoys them.  While they do not have a lot of nutritional value, They are still better than candy  bars and chips.  Will purchase these again from Amazon. ",Review 320
320,Veg,Veg,,,,"Really delicious and convenient for the working person or for kids--just put them in your lunch box, backpack or purse for a great snack during the day and they are healthy too!!! ",Review 321
321,Sweet,,,Sweet,,"I have bought these for years:  for my mother-in-law in a facility, now for my granddaughter to use in her college dorm.  She doesn't always feel like or have time to go to breakfast and she loves these.  The variety box is especially nice for her. ",Review 322
322,,,,,,They arrived on time and was packaged very well. All I can say is Nutri-Grain Cereal Bars really taste great! ,Review 323
323,cheap,cheap,,,,"These things are really tasty. Especially the strawberry flavor. They're not exactly a full meal (unless you eat a bunch of them) but they are great snacks for tiding someone over until their next meal. Or if you just need to grab something quick to eat as you're running out the door, these can't be beat. Invest in a box, you'll be glad you did. ",Review 324
324,Sweet,Sweet,,,,Love the taste and the various flavors -- each one is individually wrapped -- nice to carry along just in case u get hungry on the road. ,Review 325
325,Sweet,,,Sweet,,"The bars were a little sweet, but they are really good. For someone who doesn't eat breakfast, these bars did make me feel better about getting something into my stomach at the start of my day. I would definitely purchase them again. ",Review 326
326,,,,,,These are healthy and tasty bars that come in a variety of flavors and last quite awhile because the box is so large. ,Review 327
327,cheap,cheap,,,,"I like Nutrigrain bars! I've noticed they have gotten a bit smaller over the years. These are fresh, and they arrived in perfect shape. ",Review 328
328,,,,,,"the box is too big, much more bigger than i thought. But its too sweet i can not take it. Which leads to it still there after 3 months i brought it. ",Review 329
329,,,,,,"Having 3 athletic teens, we're always feeding them and their friends.  Better than chips and candy bars to ward off their munchies and cravings, we subscribe to a frequent delivery of a case of these from Amazon to get an even better price, and keep our closet stocked with bars like this instead of junk foods.  Our kids grab these in the morning on the way too school, keep them tucked in their backbacks for quick nibble-fixes during the day, and if their friends come over after school or if they have team events to go to and have a quick hunger attack.  These are handy and filling, and a great Amazon Prime value. ",Review 330
330,,,,,,"These Nutri-Grain Kellogg's Cereal Bars aren't as horrible as you'd expect.  In fact they actually taste pretty good.  No, nothing will ever be able to replicate an actual bowl of cereal on a hungry Monday morning, but when you're late for work and having trouble getting the kids out the door and to the bus stop in time, you can count on a nice healthy cereal bar as a worthwhile alternative.  These are significantly more delicious than pop tarts too.  I never understood the appeal of pop tarts- whether in a toaster or eating cold, they still taste horrendous.  Cereal bars -especially these ones- are much better.  Your tastebuds will thank you... and thank me for the recommendation, haha. ",Review 331
331,Spicy,,,Spicy,,"48 pack is nice, and the variety is great! A good healthy choice for snacks. Since I don't have a Sam's club membership, buying off of amazon was an excellent idea. ",Review 332
332,,,,,,I like the taste. It is not that nutritious as one would think as it has high fructose corn syrup but it is still better than eating lots of candy or chips for snack. I keep it in my office and eat it on the days when I forgot to carry a snack. ,Review 333
333,,,,,,"Nothing surprising here. The product arrived on time and is what I had expected. Also, it was a good deal. ",Review 334
334,,,,,,I love these soft delicious fruit bars in the morning with my tea--this was more economical to buy in bulk--being a prime member I also had no shipping cost... ,Review 335
335,Sweet,Sweet,,,,"I love these bars, especially the apple cinnamon. And buying them in bulk on Amazon.com is a great way to always have them in the house. I don't have to put them on my shopping list anymore. ",Review 336
336,Veg,,,Veg,,Brought these for my grandson and he loved them. They received them fast and were freash and not outdated or ready to expire. ,Review 337
337,Spicy,Spicy,,,,"The products came in timely manner, fresh and packaging was in good condition. Which is important to me. ",Review 338
338,cheap,cheap,,,,..THEY'RE NOT BAD PER SE. I JUST PREFER THE QUAKER OATS VARIETY PAK FRUIT BARS BETTER 4 ONE SIMPLE REASON. THE CRUST OR COOKIE PORTION OF THESE BARS HAVE A GRITTY GRAINY TEXTURE THAT CRUMBLE + MAKE A MESS. THE QUAKER OATS VARIETY HAVE A TEXTURE MORE CLOSELY RESEMBLING THE SMOOTH OUTER LAYER OF FIG NEWTONS. ITS JUST A PREFERENCE THING ON MY PART. ,Review 339
339,,,,,,"when i was a boy growing up in Dirtyjunk, Oklahoma I used to fantasize about fruit filled bars to shove into your mouth hole.  My wet nurse used to beat me with pool noodles and scream ""get away from me. i don't know you. why are you covered in jelly?""  well, today is the day.  a day that will forever be recorded in the epic that is the history of me. kellogg, you came into my life like gypsy buttermilk and never shook my hand, but i forgive you. never look directly into the center of the nutri or it will certainly swallow your soul. ",Review 340
340,cheap,,,cheap,,"These are great, my kids love them and so do I! I got them on sale here for about $ 13 with free prime shipping! Great Deal! Also they were fresh and within expiration ",Review 341
341,,,,,,I love these things. And I love getting a big box so that I don't have to spend $1 for each one in the vending machine at work. Good stuff. ,Review 342
342,,,,,,I loved the delivery response which was quick and my family and I enjoyed them. It was nice not having to run out to the store. ,Review 343
343,,,,,,"I was happy to find a variety pack of the Nutri Grain bars.  These make a great quick breakfast or mid-afternoon snack when you're in a hurry.  I like the apple cinnamon flavor and the blueberry are pretty good too, but no one seems to be fond of the strawberry ones.  Out of a 48 count box, most of the strawberry ones are still sitting here untouched. ",Review 344
344,,,,,,I hope that Kelloggs stops trying to save $.01 cent by using High Fructose instead of sugar and gets out of bed with the US Corn Industry. ,Review 345
345,cheap,cheap,,,,"Do not bother buying this product. It is processed food. The definition of unhealthiness, it does not fill you up at all. It makes you feel sick after wards. America does not need to be any fatter than it already is, so please go to the grocery store and buy something healthy for your kids. ",Review 346
346,,,,,,"These bars were soft and not too sweet.  The blackberry center actually tasted like blackberries and not that fake, super sweet, not-real-fruit taste.  The graham crust compliments the blackberries.  The wrappers keep the bars moist so they travel well.  They are small but filling and a great snack or part of a breakfast at just 110 calories each.  I will buy these again. ",Review 347
347,,,,,,"These bars are GREAT!  Very tasty. No high fructose corn syrup.  I bought them for my toddler-age sons, both of whom really liked similar bars from Gerber and NutriGrain.  I was really shocked and disappointed to learn that those bars had high fructose corn syrup, though. (Seriously? A bar specifically for BABIES has HFCS?!)  So I opted for these.  They LOVE them, and so do I.  But I get them for 2.79/box locally. Even the most expensive grocery store around has them for 3.29/box.  I'm all for convenience, but we go through way too many boxes of these for it to be worth paying an extra fifty cents or a dollar (or more - price seems to vary by flavor here) more per box. ",Review 348
348,Sweet,Sweet,,,,I love Kashi products.  I eat one of these every day.  The only complaint I have is with Amazon's price of this product and food products in general.  You can get this at local stores (you know the Red and the Blue one) for less than 3 dollars a box. ,Review 349
349,Spicy,Spicy,,,,"I am not always sold on Kashi products because some just taste a little too healthy for me (even though I do like to eat healthy).  This bar is delicious however.  It is comparable to nutri grain bars but is actually good for you.  The blackberry center is so good, yum. ",Review 350
350,Veg,,,Veg,,"I just got 4 (24 per case) cases of it and all I can say is....BUY IT! Nice boost, great taste, AWESOME Company! They care about their customers! Hansens....You guy's are AWESOME!!!!! ",Review 351
351,Spicy,,,Spicy,,"I have horrible luck...everything that I like is either discontinued from the store, is no longer available for purchase, or they just stop making whatever it is I like. My boyfriend recommened I try and order my favorite energy drink (Hansen's Energy Pro) online...and holy cow I could!! The previous week, Whole Foods (the only store I could find this product) told me they discontinued it (along with the cereal I liked) and I was disappointed. But, come to find out I could order this through Amazon!!! I placed the order and within a day or two recieved half of my shipment!! It was a really good ordering experience and I get to enjoy my favorite energy drinks everyday!! Thank God For The Internet! I would recommend this enery drink to anyone who loves a great tasting Hansen product. ",Review 352
352,,,,,,"THIS IS THE BEST TASTING ENERGY DRINK ON EARTH, AND THE HARDEST TO FIND!!  THANK GOD AMAZON HAS IT, I CANT LIVE WITHOUT AT LEAST 2 A DAY, MY WHOLE BEING HAS AWAKENED WI DRINK IT, MONSTER, RED BULL, AND ALL THE OTHER NASTY DRINKS OUT THERE DOESNT DESERVE TO BE MENTIONED IN THE SAME BREATH AS THIS!! SO IF YOU WANT THE GOOD STUFF THAT WILL GIVE YOU REAL ENERGY, THIS IS IT, IF YOU  WANT THE CELEBRITY NASTY TASTING DRINK OF CHOICE TRY RED BULL OR MONSTER!! ",Review 353
353,Spicy,,,Spicy,,"This energy drink is extremely hard to find.I called Hansen's to find it. It is made in small amounts at a time with great ingredients, natural.It's the only energy drink my husband and I drink. It's pricey but worth it. ",Review 354
354,cheap,cheap,,,,"Used to drink it then all of the local stores stopped carrying it so I assumed they stopped making it, glad I stumbled upon it on Amazon.  Great price too.  I wish Hansen's would bring back Energade, that drink was great. ",Review 355
355,,,,,,"Personally, I couldn't feel an immediate jolt, but, it taste good and i think it does give me sustained energy. I have 2 boys 9 and 11,  I let them have half a can each and they haven't had a negative reaction. ",Review 356
356,Spicy,Spicy,,,,It is good. Don't get the jittery feeling like with other energy drinks. I mix mine with ice for a slush or fruit juice and it works well. ,Review 357
357,cheap,,,cheap,,this is the greatest natural energy drink its light in flvor delcious....the price could be better dont have four more words...HOw stupid ,Review 358
358,cheap,cheap,,,,"Ordered this for my Husband back in June and he said they were all flat.  It taste as if the cans had been opened and left in the frig.  We are going to try one more time, maybe we just got a bad batch.  Will come back and let you know.  I don't know how long they stay in the warehouse, we'll see. ",Review 359
359,,,,,,I have used this product for years and have been very happy drinking it.  I have recommended it to friends and family. It was available in a couple of local stores but unable to find it now so I am very pleased to purchase it through Amazon. ,Review 360
360,cheap,,,cheap,,"This is the perfect energy drink: it's not too sweet,it's not too sour or taste like medicine and best of all it's 8 oz ( instead of having to force down a 12-16 oz energy drink. It really is the best tasting drink out there. ",Review 361
361,,,,,,"my 2 cents- this drink gets my creative juices going and not at all bad on the wallet. Overall hansen's is a great product and once again they nailed on it-offering us ""health freaks"" an alternative soda. I hope they keep ENERGY PRO in production! ",Review 362
362,cheap,,,cheap,,"Hansen's is a company that makes all natural products, so I'm more inclined to lean toward their products than others on the market anyway.  However, this drink is great no matter who makes it.  It doesn't have all the other additives in other drinks, and doesn't leave you shaky like other energy drinks. It's the only energy drink I will use, and this is the cheapest way to get it! ",Review 363
363,Spicy,,,Spicy,,"I thought I would give this drink a shot after reading so many positive reviews for it on here. It wasn't bad, but I guess I was just expecting something a bit...more? It tastes a little better than most energy drinks, but also seems to provide a little less energy. Not great, not bad, just average. ",Review 364
364,Sweet,Sweet,,,,I did not like product. made me sick. I have tried other energy products and this one was not to good. I had to throw away the other cans. ,Review 365
365,,,,,,"Not only is the taste great, but this drink does not make me feel edgy after drinking it. And I don't get a &#34;caffeine hangover&#34; after drinking it. Also, it always ships fast and in good packaging. ",Review 366
366,Veg,,,Veg,,"I like the taste of this product but it is not natural like it claims to be. The caffeine is synthetic and does not come from natural sources. It is also full of sugar. 33 grams per can. If you want a cheaper version of red bull, this might be for you. But if you are looking for NATURAL energy, this is definitely not your choice. ",Review 367
367,cheap,cheap,,,,"best energy drink flavor, since they stopped making Rumba juice...pain to get it tho..not available in any stores these days ",Review 368
368,Veg,,,Veg,,Great tasting alternative to coffee ... I'm not a monster I'm just a runner .. This drink suits me just fine ,Review 369
369,Spicy,,,Spicy,,"I decided to buy this product based on Hanson's reputation for quality natural beverages. I was hoping for a healthier alternative to the numerous products of dubious quality available in the local stores.  Unfortunately, the second ingrediant in this drink is sugar, and it tastes like it, too. Somewhere in the neighborhood of Mountain Dew if memory serves me correctly. If you like super sweet drinks and don't mind high doses of refined sugar, you probably won't have a problem with this product. It does give an energy boost (though it took two cans), but it has the expected rapid sugar crash when it wears off. If you drink Monster, Red Bull etc., Hanson's won't be a step down, but for those looking for an energy boost without the crap and the side effects, I recommend <a href=""http://www.amazon.com/gp/product/B001N0TPVQ/ref=cm_cr_asin_lnk/177-7330441-7954855"">SAMBAZON Organic Amazon Energy Drink, 12 Ounce Cans (Pack of 24)</a>. Quality results and ingredients are worth the price. ",Review 370
370,,,,,,"Taste was fine, and I did feel somewhat more energized, but not the quite the feeling I get with Red Bull....wonder if it's mostly psychological at this point anyway....would buy again though ",Review 371
371,Spicy,Spicy,,,,"It has become my coffee in the morning, so happy to find it on line as no stores in my area sell it! ",Review 372
372,Veg,,,Veg,,"I like the citrus flavor. The crisp flavor, not so sweet, makes a wonderful drink. Just the right size. A great way to start your day. ",Review 373
373,,,,,,I love this product and it is very hard to find.  Thank goodness Amazon is handling it.  It is easy to order and comes speedy ,Review 374
374,,,,,,"I was hooked on PRO-ENERGY studying all night for midterms for Electrical Engineering and have not been able to stop drinking them! They are slowly vanishing from shelves and Amazon is about the only place left to get them. Has a citrus tast that is enjoyable, unlike any of the other energy or Monster drinks that taste like cough syrup ",Review 375
375,Spicy,Spicy,,,,"Might not have as much caffeine or wake up power, but this stuff is delicious.  It's very refreshing. Highly recommend. ",Review 376
376,,,,,,Great stuff! We love it! Great taste and awesome energy! Tremendous drink that all will enjoy. Love the taste and the energy it provides! ,Review 377
377,Veg,Veg,,,,"This product wakes me up right away.  Not all energy drinks do that for me (I've fallen asleep to brands like 5 hour energy and Amp, before).  I think it is the Ginkgo Biloba in addition to the normal energy drink products that is doing the trick.  This is a great deal for the price. ",Review 378
378,,,,,,I like to hide one of these halfway down a long hiking trail preferably in a cold stream.  Then on the way up I grab it and enjoy a boost and treat.  I really like the flavor of these also. ,Review 379
379,,,,,,"Hansen's is the best tasting energy drink ever'(in my opinion). It also has the most vitamins as far as i can tell. I have not seen any others with more than just B vitamins. Everybody that leaves a positive review has tried it before ordering it on Amazon. It is no surprise that the number one complaint is lack of availability. But if you try it and dont like it please dont leave a bad review or low star rating based only on opinion. Hansen's has lower carbonation, lower caffeine, and lower sugar. It is the taste that has everybody hooked on it. Just because you dont like the taste, there is no need to say negative things when it is not a quality control issue. Also in my experience any problems with packaging is the handling from delivery guys flying over railroad tracks or tossing stuff around. I highly recommend ordering this from amazon ",Review 380
380,Spicy,Spicy,,,,"single serving size, great taste, just the right energy boost. I'll probably use as long as Hansen continues to make it ",Review 381
381,,,,,,"Great tasting energy drink that delivers more than just a jittery feeling.  Very clean feeling to it.  If you're looking for the ultimate boost, this may not be it.  It is a great tasting energy drink that delivers a clean energy without all the jitters and/or nervous energy. ",Review 382
382,Sweet,,,Sweet,,"I send Hansen's Energy Pro to my son who is in the Army; wherever he is.  I have sent it to Iraq, Afghanistan, and currently to Hawaii.  It is his favorite and it is the least I can do for him. ",Review 383
383,cheap,,,cheap,,had it in local &#34;Sam's&#34; .. got discontinued :(  found it in local health food store .. way to expensive there. easy to get it on line and good/Sam's price or lower ;) ,Review 384
384,cheap,cheap,,,,"Pleasant flavor, doesn't make you jittery, no weird additives. Best tasting of all similar products, by far. Hard to find in stores, sometimes at Sam's Club but inconsistent & haven't seen for a while from that source. ",Review 385
385,Spicy,Spicy,,,,"Hansen's Energy Pro has exceptional flavor, the size is just right, it boosts up your energy level, your tiredness is gone and you feel fresh and invigorated. It also has B vitamins. We love it. ",Review 386
386,Veg,,,Veg,,"I use this as a mixer with my favorite tequila. It is very refreshing, even by itself. Used to get it at Whole Foods Store. But now I can't find it any where.I will be ordering more. ",Review 387
387,,,,,,"Best energy drink on the market. It's a lime flavor (like Amp). Very smooth (unlike Amp), until you have too many, which you shouldn't do. ",Review 388
388,Veg,,,Veg,,"By far the best energy drink on the market.  May not be as strong as some of the others on the market, but it does not make you nervous, or give you that fast rush.  It seems to just wake you up enough to give you a positive clear mind for work.  I love this product.  I wish it was easier to find in stores. ",Review 389
389,,,,,,"Since their inception, Hansen's all natural sodas have been the standard by which all other sodas are judged.  The energy version is quite the same:  similar to other energy drinks but with natural ingredients, all in perfect balance.  No jittery rush, no sudden crash. ",Review 390
390,,,,,,My husband and I both love these energy drinks.  They are fairly light and have a citrus flavor that we both like without tasting like you are drinking syrup.  I wish they weren't so hard to find!  We have to have them shipped to us and can really only find them on Amazon now. ,Review 391
391,cheap,,,cheap,,"I love this product!  It has a clean fruity taste.  Like all energy drinks however, it should be served very cold.  I am so glad that Amazon offers it for sale since I can't find it in any local stores.  Thanks Amazon! ",Review 392
392,Spicy,,,Spicy,,These are smoother than red bull and my favorite. Citrus with a twang. DONT BUY THESE I WANT THEM ALL FOR ME ,Review 393
393,Veg,Veg,,,,"Love the energy it gives me, just wish the company  what make it easier to find and buy in stores . ",Review 394
394,,,,,,"I have been using this product for ten years. It was my alternative to coffee in the morning. I would purchase a 36 count case at smart and final for around 28.00. Now you cant find it locally. I even live in the same city as the factory, so I called and the rep said that they are still selling it to the stores and I should ask the manangers to order it for me, which I have done several times at several stores. It never comes in on the truck. Hansen is flooded with calls complaining that it is no longer available locally. The rep said that she is going to talk to the owner and call me back after their March meeting. We will see what happens. I was willing to drive to the factory 20 mins from me but they would not sell it to me. Hmmm was it part of the contract with amazon to pull it from the local stores so we would have to buy it online for a higher price? I noticed that now they offer a subscription to have it delivered on a monthly basis! One sec let me take a sip of this 5 hr energy drink...ahhhh okay. So like I was saying this kinda sounds like a exclusive distribution contract with amazon to me. ",Review 395
395,,,,,,"Took a chance on this product after reading all the positive reviews.  I'm not really a fan of this product.  It was effective in terms of providing energy, but the taste wasn't quite right.  Since most energy drinks have similar ingredients, I think the problem might be too much Ginseng and/or Ginkgo Biloba or maybe something with the citrus aftertaste.  I will try something else next time since there are so many other energy drink choices out there. ",Review 396
396,,,,,,"For me this is the best energy drink ever.  Doesn't have the jolt of some of the others, it just gives that nice boost that I need sometimes, especially before a workout.  Only draw back is I have to order it so that I have it all the time.  The outlets I used to purchase this from (Sam's Club, Smart & Final) don't consistently carry it.  I hope Amazon keeps it available. ",Review 397
397,Spicy,,,Spicy,,"I love this energy drink! As usual, Hansens does an excellent job at making a natural product. Other energy drinks give me a headache from the high amount of caffeine, but this drink gives me the right amount of energy with no headaches or other side effects. Love it! ",Review 398
398,Veg,,,Veg,,"I decided to give Hansen's Energy Pro (sold at the local 7-Eleven) a try, because it was a dollar cheaper than Red Bull. Wow, what an amazing difference. First, it tastes way better than Red Bull. Secondly, it gives you sustained energy for hours with no crash and burn like other energy drinks. The only problem drinking Hansen's is sometimes forgetting it's 7 pm or after, because at 3 a.m. I'm still wide awake and full of energy. Whatever Hansen's did, their scientists came up with a formula that beats other energy drinks hands down, including Sobe and many others. And do not be fooled by the cheaper price. Hansen's Energy Pro is the best energy drink on the market, like you've drank some magic elixir that transforms you from being lifeless to full of life. The energy boost lasts many hours at an even level, void of rapid heart beat or fidgety nerves. I have experienced no side effects other than feeling great. So, stellar job Hansen's. ",Review 399
399,Spicy,,,Spicy,,The old packaging contained cinnamon applesauce with only two ingredients: apples and cinnamon.  The new packages now contain apple concentrate and apple juice concentrate.  This means more sugar in your product.  The flavor is blander and sweeter.  I liked the old cinnamon apple sauce a lot better.  It had a nice appley flavor and was healthier. ,Review 400
400,Veg,,,Veg,,"The concept is great. My concern is how sugary they are. ""No sugar added""- true....sorta. They use concentrated apples which is effectively adding sugar, just not the heavily processed variety.<br /><br />At just over 3oz, each pouch has 12.3g of sugar. Granted that's not a whole lot, but I've been seeing more and more of this type of thing pop up. They tout it as no-sugar-added but they'll stir in a ton of concentrated pear or grape juice which is loaded with sugar! Fructose or glucose, it's all the same in your bloodstream.<br /><br />We've been giving our daughter unsweetened applesauce and now tasting this stuff it's dramatically more sweet. If you don't want your children to have sugar/get used to sugary tasting foods, then this is not the applesauce for you.<br /><br />Otherwise, the product is fantastic. I'd just like to see a more natural tasting version. ",Review 401
401,,,,,,"Food and drinks in pouches are life savers!!! The apple sauce taste as good, if not better than those in jars. Huge advantages are that they fit nicely into back packs, no spoon requirement, one had eating action, and a great quick snack. If they can put more stuff into travel pack like this, I would eat and drink everything from pouches. One complaint is the packaging. They waste way too much packing material for the bulk box. It's 4 pouches inside a card board box, then 12 of those boxes in another box. I don't plan of selling these goodies so I can do without the extra packaging. Go cheap on the extra cardboard and pass the savings on to the customers. ",Review 402
402,,,,,,"My 14 yr. old daughter has taken a GoGo Squeez with her lunch every day since August when she decided at almost 300 lbs. it was time to slim down. To date, she has lost 69 lbs.!!!!! I am VERY PROUD of her and if this product helps make her journey a little easier, it will always be in my pantry. We originally bought it in Costco but they don't carry it anymore. I was very happy when I found it on Amazon1 ",Review 403
403,Spicy,,,Spicy,,"My Kids, 7 and 8yo's love this product and I do too for all the reasons stated below but I feel I must warn other parents about what happened this past weekend...I know that the product has a warning label that the cap is a choking hazard but I thought that for a 7 and 8yo that may not really not apply...Boy was I wrong...I had to perform the Heimlich on my 8yo who got the cap stuck in her throat...if it weren't the quick action of my 7yo who came running and screaming to me ...things may not have turned out OK.  I just want everyone to be mindful when giving these snacks to their children...even older ones. Please stress to your children to only put food into their mouths.  I believe that my two girls , as shaken up as they were, have learned a very valuable life lesson. ",Review 404
404,,,,,,"My family has been using this product for years in France. If you're a kid and you're French, you've tried this product and you've loved it. My daughter and I used to go visit and we would bring some back in our suitcases every time. I'm so glad that we're now able to find it here too! Amazon's got the best price out there. GoGoSqueeZ are hard to find and to be able to buy them in bulk is great because they go fast (especially when we end up sharing them with all of her little friends!) It really is the perfect snack! ",Review 405
405,Sweet,Sweet,,,,"I love these!  My two year old son takes them in his lunch to mother's day out.  I had been buying the Plum, Revolution and Ellas babyfood in the pouches so that he could have a fruit or vegetable in his lunch that he could feed himself without making a mess for his teachers to clean up.  I decided to give these a try because they are much less expensive.  They are definitely worth it!  Purchased in bulk they end up being about $.70 each compared to the $1 plus for the other brands I had been purchasing.  My son loves them and doesn't make any mess AT ALL!  I even trust him to eat them in the car on roadtrips.  The only reason I did not give five stars is that I wish they were a little larger serving and would love to purchase a bulk variety pack.  We have 48 of one flavor! ",Review 406
406,,,,,,"I was searching for easy, quick, no-mess snacks for my busy lifestyle. Despite the fact that these are promoted for kids, they are very convenient snacks for adults, too! No spoon, no spill, no drip! And they are YUMMY! ",Review 407
407,Sweet,Sweet,,,,Great product. Ideal for taking to school or in the car. I'm glad Amazon is offering this product at a competitive price. ,Review 408
408,,,,,,"These came up under a search for organic applesauce, however they are not organic. Apples and peaches are both on the dirty dozen list (produce with the highest pesticide residue rates) and should not be eaten unless they are organic.  We tried to return them, but found that they were not returnable. We were very disappointed. ",Review 409
409,,,,,,"My kids loved these, but unfortunately after nearly a year of buying them I have to stop.  Why?  As other users stated, the ingredients changed for the worse (now including concentrates) and the worst part is that $25.xx used to get you a 48 pack using s&s, now it is $29.xx and it is no longer worth it to buy online. ",Review 410
410,,,,,,My kids absolutely love these and will choose them over many other sugary options.  They are very simple to take around and do not promote a mess.  My only issue is they do not have a large amount of nutional value - I would expect more fiber and vitamins from these.<br /><br />But they are certainly better than the normal choices kids have for snacks. ,Review 411
411,,,,,,This is a wonderful product.  My kids loved having them in their lunches.  Healthy and tastes great.  What more could you ask for?  Expiration date was months away (always a plus).  Pricing was excellent. ,Review 412
412,Sweet,Sweet,,,,"My two kids love these and want to eat them non-stop. They would pick this over any ""unhealthy"" snack anytime!  They are great for sports activities, travel, home, when they are under the weather, whenever! ",Review 413
413,,,,,,"My children liked applesauce ok before receiving these.  I don't know if it's because of the packaging, but they LOVE applesauce now.  I find myself drinking/eating one of these every now and then as well.  The applesauce is delicious and as stated pretty much mess free.  My 22 month old squeezed more out than necessary once, now he has the hang of it.  I would definitely recommend these for applesauce on the go or for anytime!<a href=""http://www.amazon.com/gp/product/B002E0S4UW/ref=cm_cr_asin_lnk/191-5644608-7338254"">GoGo Squeez appleapple, Applesauce on the Go, 3.2-Ounce Pouches (Pack of 48)</a> ",Review 414
414,cheap,,,cheap,,"I buy these because I have two children who have severe inability to process/digest certain sugars and proteins. The appleapple, applebanana, and applecinnamon packets were the perfect solution for snacks and on-the-go. I was furious when I discovered that not only was the package new, but there were new ingredients in the applesauce. Neither of my son's can eat these now without having pretty severe reactions. I am so disappointed and am no longer a consumer of this product. Back to the drawing board to find a product that my children can eat. ",Review 415
415,,,,,,"I love this product normally.  When I purchase it in a store, I normally have 6 months to a year before the applesauce expires.  I just got 48 pouches from Amazon and it expires in 40 days.  What a waste! ",Review 416
416,Veg,,,Veg,,I'm 14 and I absolutely LOVE these! They are perfect for after school snacks. They are also great for being no-mess. ,Review 417
417,cheap,,,cheap,,"When these got big and hit the shelves, my 2 girls had both grown out of baby food so I didn't notice these.  Not Until my father had handed it to my hungry daughter one day.  It came out of no where so I had no idea why a grown man would have what I thought was baby food in his car.  You see he had got a sample in a food market one day so he had the sample handy in his car one day when his sugar levels dropped.  Being diabetic he needed something fast.  He liked the convenience of these so much he now keeps them handy all the time. My father is a boss to a lot of people and I worry that with the hours he must spend managing so many people, it is a struggle for him to balance ones blood sugar level right once work projects reach their 11th hour.  When he had first figured out he was diabetic, he would occational need to go to the ER because he could get it under control.  Usualy due to working too much combined with not eating enough.  So these things don't just keep the grandkids happy, but help keep him out of the hospital.  For people as busy as my father with diabetes, products as convenet like these are true life savers. ",Review 418
418,,,,,,The GoGo Squeez is a great between meals snack for kids.  My son has an issue when he needs something small to eat and what a great snack.  He tends to have less illness affects if he has one of these between meals.  It helps keep him going. ,Review 419
